gene_a	gene_b	n_cohorts_tested	n_significant_edges	n_positive_edges	n_negative_edges	median_rho	median_abs_rho	min_fdr	reproducible_edge	boundary
JUND	RHOA	3	1	1	0	0.2547422569928196	0.2547422569928196	5.485329475854387e-8	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSL2	LAMB1	3	1	1	0	0.254644090087128	0.254644090087128	2.435620913611283e-9	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ATF3	LOX	3	1	1	0	0.25444131534117337	0.25444131534117337	2.6950539803768714e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGB3	THBS1	3	1	1	0	0.25430167065575915	0.25430167065575915	2.716282028769663e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MAFG	THBS1	3	1	1	0	0.2540813774872289	0.2540813774872289	2.7502503596614947e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUNB	VCAN	3	1	1	0	0.2539150989855215	0.2539150989855215	5.1315808254071886e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A1	FLNB	3	1	1	0	0.25391064631570953	0.25391064631570953	1.3667253331683512e-15	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGB3	NFKB1	3	1	1	0	0.25378377491053544	0.25378377491053544	3.297419915962417e-11	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
DCN	SMAD4	3	1	1	0	0.2533898026855773	0.2533898026855773	2.4802111097877393e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
IL6	LMNA	3	1	1	0	0.2533826009935713	0.2533826009935713	0.004428895090548388	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTB	AMOTL2	3	1	1	0	0.2533542406960128	0.2533542406960128	4.93595939737785e-10	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOS	FOSL2	3	1	1	0	0.2532776051155646	0.2532776051155646	1.538753450466381e-10	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
DCN	FOSL2	3	1	1	0	0.25326258248793454	0.25326258248793454	1.7205447684979527e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ATF3	PARVA	3	1	1	0	0.25318871269575494	0.25318871269575494	0.004456868104045912	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CCL2	PARVA	3	1	1	0	0.2529930101573012	0.2529930101573012	2.9327166790642744e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNB	PARVA	3	1	1	0	0.2529014412817229	0.2529014412817229	5.9246065562863925e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PLOD2	RELA	3	1	0	1	-0.13001493811352965	0.2528484174053794	2.962985118376056e-12	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGB3	MMP14	3	1	1	0	0.2527472527472527	0.2527472527472527	9.598113963752297e-8	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUNB	TEAD2	3	1	1	0	0.252570214595531	0.252570214595531	4.136676372701594e-13	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
AMOTL2	CAV1	3	1	1	0	0.2525196322664676	0.2525196322664676	5.075569271558506e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A2	IL6	3	1	1	0	0.2524837534549872	0.2524837534549872	0.0045789605773795625	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MRTFB	PFN1	3	1	0	1	-0.2524377031419285	0.2524377031419285	1.536941047324866e-11	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTA2	ITGA5	3	1	1	0	0.2523425941147459	0.2523425941147459	7.213881573854299e-7	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CFL1	FLNB	3	1	1	0	0.2522858596802258	0.2522858596802258	2.047420523161044e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CNN1	ROCK1	3	1	1	0	0.17516579664466986	0.25223179964752096	3.068010093306942e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGB1	JUN	3	1	1	0	0.18839669719951407	0.25206063420617053	2.372171534897729e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA2	RAC1	3	1	1	0	0.2519344388702199	0.2519344388702199	5.6795649239246285e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A1	ITGAV	3	1	1	0	0.25178929052168486	0.25178929052168486	3.3779137958739546e-10	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A1	ROCK1	3	1	0	1	-0.22785547785547783	0.2517861884950492	9.2283315445555e-10	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A3	FOS	3	1	1	0	0.25173793448362086	0.25173793448362086	2.4077337921535067e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
AMOTL2	LAMA2	3	1	1	0	0.25158385917879583	0.25158385917879583	7.810161292100171e-16	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A2	MAFF	3	1	1	0	0.2514826945206691	0.2514826945206691	4.5556736344771676e-8	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMB1	TEAD2	3	1	1	0	0.2514199415607866	0.2514199415607866	9.70254632974052e-15	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A2	NFKB1	3	1	1	0	0.25122978287535247	0.25122978287535247	1.3526917808330307e-12	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LUM	PTK2	3	1	1	0	0.250915164647559	0.250915164647559	1.9722487981863122e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LMNA	TIMP2	3	1	1	0	0.2507492507492507	0.2507492507492507	4.202208921627065e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CNN1	COL1A2	3	1	1	0	0.2507428017991398	0.2507428017991398	2.5659915280098243e-11	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MMP14	NFKBIA	3	1	1	0	0.25062279492659234	0.25062279492659234	1.4083243144878081e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNA	ITGA2	3	1	1	0	0.25054692143299734	0.25054692143299734	1.5119733915658021e-9	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MRTFA	SMAD4	3	1	0	1	0.10353261761712465	0.25047104793940234	1.7353299470033809e-9	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PXN	TEAD2	3	1	1	0	0.2503077908007485	0.2503077908007485	1.389755793671831e-15	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LATS2	MYL9	3	1	1	0	0.2501928451295539	0.2501928451295539	2.8422500877823805e-11	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGAV	VASP	3	1	1	0	0.25016005121638923	0.25016005121638923	1.1786173194014166e-7	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PARVB	THY1	3	1	1	0	0.24999051581330053	0.24999051581330053	7.57049364147438e-8	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGAV	ZYX	3	1	1	0	0.11712876325552381	0.24988270877243118	1.9400428324760097e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA1	MYL9	3	1	0	1	-0.2498645720476706	0.2498645720476706	2.3617977876324586e-11	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGAV	TGFB1	3	1	1	0	0.2496552743031616	0.2496552743031616	2.554529925001952e-7	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
TAGLN	TEAD1	3	1	0	1	0.020605568140779407	0.2496111483453255	2.1645201539829517e-8	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A1	SMAD3	3	1	1	0	0.24943411019360381	0.24943411019360381	1.318379992426234e-16	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LMNA	MRTFB	3	1	1	0	-0.24547803617571057	0.24929413309694998	4.531419756905072e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PARVA	SMAD4	3	1	0	1	0.03862989556913037	0.24915590738375543	1.8898471627876366e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CAV1	TGFB1	3	1	1	0	0.2489282869029704	0.2489282869029704	1.2998504538151308e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTA2	PFN1	3	1	1	0	0.24881397944778225	0.24881397944778225	6.128830712044006e-10	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUNB	LAMA2	3	1	1	0	0.24871098727062715	0.24871098727062715	3.7747733780400426e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MAFF	SMAD3	3	1	1	0	0.248308505697853	0.248308505697853	3.86309564070308e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGB1	SMAD3	3	1	0	1	0.08481483305426966	0.24827071662514696	5.6294503381241345e-14	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
NFKBIA	TIMP1	3	1	1	0	0.24826682861191485	0.24826682861191485	1.0826478991426335e-10	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMB1	MYL9	3	1	1	0	0.2477428674611773	0.2477428674611773	3.417789410650175e-10	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ANKRD1	LAMB1	3	1	1	0	0.24769528442233085	0.24769528442233085	7.303277435204204e-10	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FERMT2	MMP2	3	1	0	1	-0.24767739553936102	0.24767739553936102	4.003355409586643e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
DCN	VASP	3	1	1	0	0.24764847828228106	0.24764847828228106	4.209312314568224e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGB3	ROCK2	3	1	1	0	0.24761975114087786	0.24761975114087786	3.2058499910975975e-7	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MRTFA	TIMP2	3	1	1	0	0.24753727285372848	0.24753727285372848	4.228509227832851e-15	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMB1	LMNA	3	1	1	0	0.24728444015765844	0.24728444015765844	6.381011312771932e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PXN	VASP	3	1	1	0	0.24725907004388012	0.24725907004388012	9.88588711826573e-30	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MYLK	VASP	3	1	0	1	0.09285651057802954	0.24708214320890373	1.904981536312927e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A1	FLNB	3	1	1	0	0.24685441141137338	0.24685441141137338	7.321219856389082e-17	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CFL1	LATS2	3	1	1	0	0.2468291202468417	0.2468291202468417	1.9530241855554992e-7	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
VASP	VCAN	3	1	1	0	0.2466963787386322	0.2466963787386322	3.832625524873861e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGAV	LMNA	3	1	1	0	-0.11065284480777436	0.24651877255028037	1.0622055345767344e-7	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LIMD1	SMAD3	3	1	1	0	0.24642446161433496	0.24642446161433496	8.841275999279075e-10	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA1	LIMD1	3	1	1	0	0.2463991704498033	0.2463991704498033	1.7568438225737462e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
RAC1	SERPINE1	3	1	1	0	0.24609567647542327	0.24609567647542327	8.069980427563976e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FERMT2	NFKBIA	3	1	1	0	0.24608079713713515	0.24608079713713515	4.3713948576863166e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FN1	SMAD3	3	1	1	0	0.22245067139433333	0.24587456387906498	4.4290071019232544e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGAV	MYL9	3	1	1	0	0.19676039922518793	0.24570190166589265	4.473117077396919e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MAFF	TEAD2	3	1	1	0	0.24561514434932152	0.24561514434932152	3.051568160156994e-12	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CXCL8	ZYX	3	1	1	0	0.24557702804397696	0.24557702804397696	1.4064924137310009e-8	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
DCN	PTK2	3	1	1	0	0.24550215043172785	0.24550215043172785	8.216252904404313e-9	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FERMT2	LUM	3	1	0	1	-0.005490987885354082	0.24531609092749376	4.573558857437399e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
AMOTL2	FN1	3	1	1	0	0.2451886781219114	0.2451886781219114	4.6065979946834204e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA2	TGFBR2	3	1	1	0	0.24514667410469007	0.24514667410469007	1.009419670905037e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A1	TGFBR2	3	1	1	0	0.24476755638727468	0.24476755638727468	9.485967024092656e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LOXL2	TIMP1	3	1	1	0	0.24474293312321477	0.24474293312321477	2.609420081451865e-25	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
TEAD3	VASP	3	1	1	0	0.24455291543899135	0.24455291543899135	2.995397622560944e-25	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LATS2	TGFBR1	3	1	1	0	0.24447704194539632	0.24447704194539632	4.005234215451853e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOS	LAMA2	3	1	1	0	0.24409673847033184	0.24409673847033184	4.347838604052798e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTB	MMP2	3	1	1	0	0.24407238331288958	0.24407238331288958	5.47125153145029e-10	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A2	ROCK2	3	1	0	1	-0.24393479322211503	0.24393479322211503	1.1960912466603317e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ROCK2	SMAD3	3	1	1	0	0.24376621031550605	0.24376621031550605	3.0896200185818384e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
NFKB1	TEAD3	3	1	1	0	0.2437183070094462	0.2437183070094462	7.185438558091817e-7	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CNN1	TIMP1	3	1	1	0	0.24345841951475752	0.24345841951475752	2.431329396900527e-9	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
DCN	ITGA1	3	1	1	0	0.24309727830854588	0.24309727830854588	3.263255205794707e-7	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL3A1	SRF	3	1	1	0	0.2430250419747794	0.2430250419747794	5.198560131984112e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MRTFA	MYL9	3	1	1	0	0.24287977280935025	0.24287977280935025	3.909569481098093e-18	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A1	ITGA1	3	1	0	1	-0.24237499589612263	0.24237499589612263	6.568706370172196e-13	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PARVA	PFN1	3	1	1	0	0.24235447650940606	0.24235447650940606	0.006709819408419033	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTA2	LATS2	3	1	1	0	0.24229291834925637	0.24229291834925637	0.0015273178553311976	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSL2	JUND	3	1	1	0	0.24220083713754595	0.24220083713754595	1.1380576907193428e-15	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PARVB	TIMP1	3	1	1	0	0.24215025480848262	0.24215025480848262	8.411007110986185e-9	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CNN1	PARVA	3	1	1	0	0.2418127647000886	0.2418127647000886	0.006838353049726947	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
NFKBIA	SMAD2	3	1	1	0	0.2417183755211924	0.2417183755211924	0.0068582024598738845	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNB	ITGB3	3	1	1	0	0.24143416806582596	0.24143416806582596	2.0226191377864777e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
TGFB1	TGFBR1	3	1	1	0	-0.05228339735381988	0.24143416806582596	5.696832805089921e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CNN1	MYLK	3	1	1	0	0.20889237344933542	0.2412687008665721	4.6586947455171785e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CNN1	JUND	3	1	1	0	0.05757739912669489	0.24098686124002575	2.729870558701935e-6	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
